trials1.thisRepN,trials1.thisTrialN,trials1.thisN,trials1.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,trials3.thisRepN,trials3.thisTrialN,trials3.thisN,trials3.thisIndex,instr1.started,instr1.stopped,instr1Resp.keys,instr1Resp.rt,instr1Resp.started,instr1Resp.stopped,fix1.started,fix1.stopped,trial1Mouse.x,trial1Mouse.y,trial1Mouse.leftButton,trial1Mouse.midButton,trial1Mouse.rightButton,trial1Mouse.time,trial1Mouse.started,trial1Mouse.stopped,step,targetangle_deg,trial1Target.started,trial1Target.stopped,trial1Home.started,trial1Home.stopped,trial1Cursor.started,trial1Cursor.stopped,trial1Num.started,trial1Num.stopped,trial1Skip.keys,trial1Skip.rt,trial1Skip.started,trial1Skip.stopped,instr2.started,instr2.stopped,instr2Resp.keys,instr2Resp.rt,instr2Resp.started,instr2Resp.stopped,fix2.started,fix2.stopped,trial2Mouse.x,trial2Mouse.y,trial2Mouse.leftButton,trial2Mouse.midButton,trial2Mouse.rightButton,trial2Mouse.time,trial2Mouse.started,trial2Mouse.stopped,trial2Target.started,trial2Target.stopped,trial2Home.started,trial2Home.stopped,trial2Cursor.started,trial2Cursor.stopped,trial2Num.started,trial2Num.stopped,trial2Skip.keys,trial2Skip.rt,trial2Skip.started,trial2Skip.stopped,instr3.started,instr3.stopped,instr3Resp.keys,instr3Resp.rt,instr3Resp.started,instr3Resp.stopped,fix3.started,fix3.stopped,trial3Mouse.x,trial3Mouse.y,trial3Mouse.leftButton,trial3Mouse.midButton,trial3Mouse.rightButton,trial3Mouse.time,trial3Mouse.started,trial3Mouse.stopped,trial3Target.started,trial3Target.stopped,trial3Home.started,trial3Home.stopped,trial3Cursor.started,trial3Cursor.stopped,trial3Num.started,trial3Num.stopped,trial3Skip.keys,trial3Skip.rt,trial3Skip.started,trial3Skip.stopped,thanks.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",60,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0037115998566150665, 0.014237399911507964, 0.031825399957597256, 0.04862009990029037, 0.06530119990929961, 0.08190310001373291, 0.09854959999211133, 0.11519739986397326, 0.13177810003980994, 0.14849899988621473, 0.1652583999093622, 0.18184640002436936, 0.19841579999774694, 0.2154786998871714]",33.804239300079644,None,33.804239300079644,None,33.804239300079644,None,33.804239300079644,None,33.804239300079644,None,space,0.19976830016821623,33.804239300079644,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",30,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.002873999997973442, 0.014355000108480453, 0.031504099955782294, 0.048096700105816126, 0.06480970000848174, 0.08142880001105368, 0.09829170000739396, 0.11478750011883676, 0.13147610006853938, 0.14810610003769398, 0.16473320010118186, 0.18139369995333254, 0.19805590016767383, 0.2154057000298053]",34.03730929992162,None,34.03730929992162,None,34.03730929992162,None,34.03730929992162,None,34.03730929992162,None,space,0.19875289988704026,34.03730929992162,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",60,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.003039700211957097, 0.014586600009351969, 0.03178980015218258, 0.048921000212430954, 0.0656957000028342, 0.08315610000863671, 0.09903010004200041, 0.11567550012841821, 0.1323207002133131, 0.1489918001461774, 0.16568370000459254, 0.18244750006124377, 0.19892770005390048]",34.26995830005035,None,34.26995830005035,None,34.26995830005035,None,34.26995830005035,None,34.26995830005035,None,space,0.17399160005152225,34.26995830005035,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",30,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0030131000094115734, 0.01446899981237948, 0.02791609987616539, 0.04458469990640879, 0.06129039986990392, 0.07791389990597963, 0.09459250001236796, 0.1117328000254929, 0.1279058000072837, 0.14454539981670678, 0.16123249987140298, 0.17796769994311035, 0.19455379992723465, 0.21124399988912046]",34.49127970007248,None,34.49127970007248,None,34.49127970007248,None,34.49127970007248,None,34.49127970007248,None,space,0.18475600006058812,34.49127970007248,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",60,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.003191899973899126, 0.013755799969658256, 0.031774100149050355, 0.04898299998603761, 0.06556520005688071, 0.08216590015217662, 0.098798300139606, 0.11610900005325675, 0.1322097999509424, 0.14889900013804436, 0.1655171001330018, 0.18220280017703772, 0.19876860012300313, 0.21598390000872314]",34.719370499951765,None,34.719370499951765,None,34.719370499951765,None,34.719370499951765,None,34.719370499951765,None,space,0.19661410013213754,34.719370499951765,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",30,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.002882499946281314, 0.012926999945193529, 0.03173879999667406, 0.049080600030720234, 0.06573849986307323, 0.08228480000980198, 0.09905129997059703, 0.11574069992639124, 0.13281119987368584, 0.14901439985260367, 0.16569880000315607, 0.18241879995912313, 0.19905619998462498, 0.2156837999355048, 0.23336820001713932]",34.952166700037196,None,34.952166700037196,None,34.952166700037196,None,34.952166700037196,None,34.952166700037196,None,space,0.2117485001217574,34.952166700037196,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",60,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.003023900091648102, 0.013391300104558468, 0.03139959997497499, 0.048639100044965744, 0.0652594999410212, 0.08184419991448522, 0.09848510008305311, 0.11517970007844269, 0.13188290013931692, 0.1485592001117766, 0.1652303000446409, 0.18192859995178878, 0.19864369998686016, 0.21554600005038083]",35.20282349991612,None,35.20282349991612,None,35.20282349991612,None,35.20282349991612,None,35.20282349991612,None,space,0.1935618999414146,35.20282349991612,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",30,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0030932999216020107, 0.014526299899443984, 0.029795299982652068, 0.04637819994240999, 0.06311719981022179, 0.07975299982354045, 0.09689829987473786, 0.11314369994215667, 0.12977649993263185, 0.1463764999061823, 0.16303749987855554, 0.17968779988586903, 0.1963780999649316, 0.2129954998381436, 0.22973359981551766]",35.43883610004559,None,35.43883610004559,None,35.43883610004559,None,35.43883610004559,None,35.43883610004559,None,space,0.2051506000570953,35.43883610004559,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",60,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0029239999130368233, 0.01345740002579987, 0.03235209989361465, 0.04956539999693632, 0.0662250998429954, 0.08337190002202988, 0.09951890003867447, 0.11625139997340739, 0.13335409993305802, 0.14948119991458952, 0.1661948999390006, 0.18281619995832443, 0.19967220001854002, 0.2165787999983877]",35.68472140002996,None,35.68472140002996,None,35.68472140002996,None,35.68472140002996,None,35.68472140002996,None,space,0.1992979000788182,35.68472140002996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",30,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0029072000179439783, 0.013205999974161386, 0.031301300041377544, 0.04854890005663037, 0.06527099991217256, 0.08248330000787973, 0.09856639988720417, 0.11521489988081157, 0.13190359994769096, 0.1485578001011163, 0.1651975999120623, 0.181921900017187, 0.19849559990689158, 0.2154236000496894, 0.23189499997533858, 0.2485116000752896, 0.26519869989715517, 0.2818537999410182, 0.29870559996925294, 0.3153442998882383, 0.3318260998930782, 0.34856160008348525, 0.3651872999034822, 0.3818294000811875, 0.39848909992724657, 0.41522169997915626, 0.43182400008663535, 0.44906200002878904]",35.919183999998495,None,35.919183999998495,None,35.919183999998495,None,35.919183999998495,None,35.919183999998495,None,space,0.4370389000978321,35.919183999998495,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",60,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0035020001232624054, 0.0146399000659585, 0.0319974001031369, 0.04854049999266863, 0.0657068002037704, 0.08172350004315376, 0.09856980014592409, 0.1151795000769198, 0.13185720006003976, 0.1485393000766635, 0.165547400014475, 0.18183740018866956, 0.19891620008274913]",36.38661399995908,None,36.38661399995908,None,36.38661399995908,None,36.38661399995908,None,36.38661399995908,None,space,0.17743039992637932,36.38661399995908,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",30,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0032866999972611666, 0.013583900174126029, 0.03233740013092756, 0.04953600000590086, 0.06624309998005629, 0.08292119996622205, 0.09953940007835627, 0.11621950007975101, 0.13289350015111268, 0.1495829001069069, 0.16622070013545454, 0.18294339999556541, 0.19999830005690455]",36.60131939989515,None,36.60131939989515,None,36.60131939989515,None,36.60131939989515,None,36.60131939989515,None,space,0.18711249995976686,36.60131939989515,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",60,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0028891998808830976, 0.013325999956578016, 0.0312497999984771, 0.04865860007703304, 0.06519389990717173, 0.08173420000821352, 0.09844260010868311, 0.11513979989103973, 0.131749999942258, 0.14860629988834262, 0.16510319989174604, 0.18173069995827973, 0.19839549995958805, 0.21537679992616177]",36.818996099988,None,36.818996099988,None,36.818996099988,None,36.818996099988,None,36.818996099988,None,space,0.20093360007740557,36.818996099988,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",30,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0029794001020491123, 0.014585400000214577, 0.03205789998173714, 0.04855250008404255, 0.06532320007681847, 0.08199340011924505, 0.09862820012494922, 0.1152844000607729, 0.1322026001289487, 0.1486261000391096, 0.16528340009972453, 0.18200210016220808, 0.19860320002771914, 0.21528200013563037, 0.23226830014027655, 0.2485988000407815]",37.052925900090486,None,37.052925900090486,None,37.052925900090486,None,37.052925900090486,None,37.052925900090486,None,space,0.22308479994535446,37.052925900090486,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",60,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0029639999847859144, 0.012776799965649843, 0.03276460012421012, 0.04965650010854006, 0.06632039998658001, 0.08295760001055896, 0.09957540011964738, 0.11627830006182194, 0.13301059999503195, 0.14956229995004833, 0.16623009997420013, 0.1832421999424696, 0.19988159998320043]",37.31755469995551,None,37.31755469995551,None,37.31755469995551,None,37.31755469995551,None,37.31755469995551,None,space,0.1823801000136882,37.31755469995551,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
