trials1.thisRepN,trials1.thisTrialN,trials1.thisN,trials1.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,trials3.thisRepN,trials3.thisTrialN,trials3.thisN,trials3.thisIndex,instr1.started,instr1.stopped,instr1Resp.keys,instr1Resp.rt,instr1Resp.started,instr1Resp.stopped,fix1.started,fix1.stopped,trial1Mouse.x,trial1Mouse.y,trial1Mouse.leftButton,trial1Mouse.midButton,trial1Mouse.rightButton,trial1Mouse.time,trial1Mouse.started,trial1Mouse.stopped,step,targetangle_deg,trial1Target.started,trial1Target.stopped,trial1Home.started,trial1Home.stopped,trial1Cursor.started,trial1Cursor.stopped,trial1Num.started,trial1Num.stopped,trial1Skip.keys,trial1Skip.rt,trial1Skip.started,trial1Skip.stopped,instr2.started,instr2.stopped,instr2Resp.keys,instr2Resp.rt,instr2Resp.started,instr2Resp.stopped,fix2.started,fix2.stopped,trial2Mouse.x,trial2Mouse.y,trial2Mouse.leftButton,trial2Mouse.midButton,trial2Mouse.rightButton,trial2Mouse.time,trial2Mouse.started,trial2Mouse.stopped,trial2Target.started,trial2Target.stopped,trial2Home.started,trial2Home.stopped,trial2Cursor.started,trial2Cursor.stopped,trial2Num.started,trial2Num.stopped,trial2Skip.keys,trial2Skip.rt,trial2Skip.started,trial2Skip.stopped,instr3.started,instr3.stopped,instr3Resp.keys,instr3Resp.rt,instr3Resp.started,instr3Resp.stopped,fix3.started,fix3.stopped,trial3Mouse.x,trial3Mouse.y,trial3Mouse.leftButton,trial3Mouse.midButton,trial3Mouse.rightButton,trial3Mouse.time,trial3Mouse.started,trial3Mouse.stopped,trial3Target.started,trial3Target.stopped,trial3Home.started,trial3Home.stopped,trial3Cursor.started,trial3Cursor.stopped,trial3Num.started,trial3Num.stopped,trial3Skip.keys,trial3Skip.rt,trial3Skip.started,trial3Skip.stopped,thanks.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,51,0,51,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",60,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.003052700078114867, 0.01419840008020401, 0.030816399957984686, 0.04740160005167127, 0.06399659998714924, 0.08167260000482202, 0.09735470009036362, 0.1140265001449734, 0.1307246999349445, 0.14733940013684332, 0.16395059996284544, 0.1806427000556141, 0.19779499992728233]",42.202543100109324,None,42.202543100109324,None,42.202543100109324,None,42.202543100109324,None,42.202543100109324,None,space,0.18551269988529384,42.202543100109324,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,52,0,52,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",30,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.003028299892321229, 0.013526199851185083, 0.02615309995599091, 0.04276370001025498, 0.05940330005250871, 0.07610539998859167, 0.09281469997949898, 0.10940529988147318, 0.12607180001214147, 0.14279009983874857, 0.1594487999100238, 0.17610329994931817, 0.19277730002067983, 0.2093787998892367, 0.22637930000200868, 0.24309300002641976]",42.42312379996292,None,42.42312379996292,None,42.42312379996292,None,42.42312379996292,None,42.42312379996292,None,space,0.2287804998923093,42.42312379996292,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,53,0,53,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",60,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0028690998442471027, 0.013415900059044361, 0.03137729992158711, 0.04865829995833337, 0.06548210000619292, 0.08197709987871349, 0.098677400033921, 0.11537500005215406, 0.13207649998366833, 0.1486956998705864, 0.1653650999069214, 0.18201790004968643, 0.19862959999591112, 0.2153699998743832, 0.23198889987543225, 0.2490143000613898]",42.68386050011031,None,42.68386050011031,None,42.68386050011031,None,42.68386050011031,None,42.68386050011031,None,space,0.23217170010320842,42.68386050011031,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,54,0,54,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",30,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0028631999157369137, 0.01399499992839992, 0.031305599957704544, 0.04925050004385412, 0.06532020005397499, 0.08195980009622872, 0.098643499892205, 0.11527499998919666, 0.13200980005785823, 0.1486925999633968, 0.16522570000961423, 0.1818383999634534, 0.19864850002340972, 0.2156795000191778]",42.95082819997333,None,42.95082819997333,None,42.95082819997333,None,42.95082819997333,None,42.95082819997333,None,space,0.19707929994910955,42.95082819997333,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,55,0,55,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",60,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.002875200007110834, 0.014236800139769912, 0.030498600099235773, 0.04714190005324781, 0.06433520000427961, 0.0804785001091659, 0.09709169995039701, 0.11388970003463328, 0.13048309995792806, 0.1470940001308918, 0.163827900076285, 0.18048020009882748, 0.19820909993723035]",43.18581850011833,None,43.18581850011833,None,43.18581850011833,None,43.18581850011833,None,43.18581850011833,None,space,0.17814680002629757,43.18581850011833,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,56,0,56,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",30,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0028589998837560415, 0.014403600012883544, 0.03162520006299019, 0.04829289996996522, 0.06493009999394417, 0.08159899991005659, 0.0981838998850435, 0.1148945998866111, 0.13162990007549524, 0.14828209998086095, 0.16494240006431937, 0.1815889000426978, 0.1983628999441862, 0.21489219996146858, 0.23206830001436174]",43.40145010012202,None,43.40145010012202,None,43.40145010012202,None,43.40145010012202,None,43.40145010012202,None,space,0.2107996998820454,43.40145010012202,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,57,0,57,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",60,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.003558599855750799, 0.014259899966418743, 0.03189019998535514, 0.04889109986834228, 0.06528009986504912, 0.0818317998200655, 0.09888809989206493, 0.11519559985026717, 0.13195699988864362, 0.14866419997997582, 0.16529169981367886, 0.1819660000037402, 0.1986025997903198, 0.21525899996049702, 0.2323357998393476]",43.65171719994396,None,43.65171719994396,None,43.65171719994396,None,43.65171719994396,None,43.65171719994396,None,space,0.2163820001296699,43.65171719994396,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,58,0,58,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",30,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.002883800072595477, 0.013129800092428923, 0.031197500182315707, 0.048547300044447184, 0.06518550007604063, 0.08222910016775131, 0.09846560005098581, 0.11533679999411106, 0.13184370007365942, 0.148495800094679, 0.1651199001353234, 0.18164630001410842, 0.19842840009368956, 0.2156781000085175]",43.90057520009577,None,43.90057520009577,None,43.90057520009577,None,43.90057520009577,None,43.90057520009577,None,space,0.19927469990216196,43.90057520009577,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,59,0,59,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",60,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.002862399909645319, 0.013861999846994877, 0.030213800026103854, 0.04688489995896816, 0.06355970003642142, 0.08078149985522032, 0.0968692998867482, 0.11363299982622266, 0.13019269984215498, 0.14684349996969104, 0.16353220003657043, 0.1801485000178218, 0.19731609988957644, 0.21351319993846118, 0.23022859985940158, 0.2469179998151958]",44.13548900000751,None,44.13548900000751,None,44.13548900000751,None,44.13548900000751,None,44.13548900000751,None,space,0.23641090001910925,44.13548900000751,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,60,0,60,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",30,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.003292999928817153, 0.013878499856218696, 0.03175319987349212, 0.04886380000971258, 0.0655332999303937, 0.08263499988242984, 0.09887009998783469, 0.1154836998321116, 0.13217330002225935, 0.14880639989860356, 0.1654931998346001, 0.18214090005494654, 0.19882339984178543, 0.21595730003900826]",44.40066429995932,None,44.40066429995932,None,44.40066429995932,None,44.40066429995932,None,44.40066429995932,None,space,0.20340589992702007,44.40066429995932,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,61,0,61,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",60,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0030469000339508057, 0.013902900042012334, 0.026593999937176704, 0.043014399940147996, 0.0599271000828594, 0.07653110008686781, 0.09329500002786517, 0.11059849988669157, 0.12651759991422296, 0.14324110001325607, 0.15991150005720556, 0.17660090001299977, 0.19324019993655384, 0.20969789987429976, 0.2265683999285102, 0.24369699996896088]",44.639109699986875,None,44.639109699986875,None,44.639109699986875,None,44.639109699986875,None,44.639109699986875,None,space,0.22878360003232956,44.639109699986875,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,62,0,62,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",30,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.003061699913814664, 0.014462499879300594, 0.03167229983955622, 0.0480312998406589, 0.06499039987102151, 0.0816546999849379, 0.09827800001949072, 0.11498559988103807, 0.1316039999946952, 0.14831359987147152, 0.16539909993298352, 0.18173299985937774, 0.19823789992369711, 0.21570850000716746]",44.9012037999928,None,44.9012037999928,None,44.9012037999928,None,44.9012037999928,None,44.9012037999928,None,space,0.19868789985775948,44.9012037999928,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,63,0,63,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",60,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0028756000101566315, 0.013477099826559424, 0.031226999824866652, 0.048540799878537655, 0.06516759982332587, 0.08159149996936321, 0.09852569992654026, 0.11570900003425777, 0.13179299980401993, 0.1484893998131156, 0.16513590002432466, 0.18182979989796877, 0.1984130998607725, 0.21511079999618232, 0.23183829989284277, 0.24874139996245503]",45.13343199994415,None,45.13343199994415,None,45.13343199994415,None,45.13343199994415,None,45.13343199994415,None,space,0.23044029995799065,45.13343199994415,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,64,0,64,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",30,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0028602001257240772, 0.01410230016335845, 0.031366800190880895, 0.048101500142365694, 0.06470090011134744, 0.08164580003358424, 0.09853320010006428, 0.1146916002035141, 0.13133070012554526, 0.1480317001696676, 0.16468380019068718, 0.1813502002041787, 0.1980030001141131, 0.21469150017946959, 0.23135320004075766, 0.24851130018942058]",45.400861100060865,None,45.400861100060865,None,45.400861100060865,None,45.400861100060865,None,45.400861100060865,None,space,0.23542669997550547,45.400861100060865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
,,,,65,0,65,0,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",60,,,,,,,,,,,,,,,,,,,,,"[-0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334, -0.20052083333333334]","[0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334, 0.13020833333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0028780000284314156, 0.012968000024557114, 0.0310975001193583, 0.048460999969393015, 0.0650488999672234, 0.08214740012772381, 0.09845290007069707, 0.11507720011286438, 0.13238510000519454, 0.14838260016404092, 0.16507490002550185, 0.18169110012240708, 0.19833180005662143, 0.21505730017088354, 0.23206429998390377]",45.66677129990421,None,45.66677129990421,None,45.66677129990421,None,45.66677129990421,None,45.66677129990421,None,space,0.21736909984610975,45.66677129990421,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_03_1437,mousePos3,2020.1.3,59.97979876167627,
